id,NameEn,NameKr,GenKr,GenName
328,Glutenier Tab,글루테니어정,메트포르민염산염,metformin
329,Glupa XR SR Tab,글루파엑스알서방정,메트포르민염산염,metformin
330,Glufast Tab mg,글루패스트정밀리그램,미티글리니드칼슘수화물,mitiglinide
331,Glupen M Tab,글루펜엠정,글리메피리드,glimepiride
332,Glupen Tab mg,글루펜정밀리그램,글리메피리드,glimepiride
333,Gluformin SR Tab,글루포민서방정,메트포르민염산염,metformin
334,Glufolmin Tab mg,글루폴민정밀리그램,메트포르민염산염,metformin
335,Glupio Tab mg,글루피오정밀리그램,피오글리타존염산염,pioglitazone
336,Glinade Tab mg,글리나데정밀리그램,나테글리니드,nateglinide
337,Glinade Tab,글리나데정,나테글리니드,nateglinide
338,Glinib Tab mg,글리닙정밀리그램,이매티닙메실산염,imatinib
339,Glida M Tab,글리다엠정,글리메피리드,glimepiride
340,Glida Tab,글리다정,글리메피리드,glimepiride
341,Dabi Duo Tab mg,다비듀오정밀리그램,다파글리플로진프로판디올수화물,dapagliflozin
342,Glidia Tab mg,글리디아정밀리그램,피오글리타존염산염,pioglitazone
343,Glidin Tab mg,글리딘정밀리그램,글리메피리드,glimepiride
344,Glilowsit Tab mg,글리로우싯정밀리그램,다파글리플로진프로판디올수화물,dapagliflozin
345,Glimap M Tab mg,글리멥엠정밀리그램,글리메피리드,glimepiride
346,Glimaryl Tab,글리마릴정,글리메피리드,glimepiride
347,Glima M Tab mg,글리마엠정밀리그램,글리메피리드,glimepiride
348,Glimapin M Tab mg,글리매핀엠정밀리그램,메트포르민염산염,metformin
349,Glimax Tab mg,글리맥스정밀리그램,글리메피리드,glimepiride
350,Glimed M Tab mg,글리메드엠정밀리그램,글리메피리드,glimepiride
351,Glimed Tablet,글리메드정밀리그램,글리메피리드,glimepiride
352,Glimedi Tablet,글리메디정,글리메피리드,glimepiride
353,Glimeron Tablet,글리메론정,글리메피리드,glimepiride
354,Glimerin Tablet,글리메린정,글리메피리드,glimepiride
355,Glimeryl M Tablet,글리메릴엠정,메트포르민염산염,metformin
356,Glimewin Tablet,글리메윈정,글리메피리드,glimepiride
357,Bonnel Plus Tablet,본넬플러스정,글리메피리드,glimepiride
358,Glimeza Q Tablet,글리메자큐정밀리그램,메트포르민염산염,metformin
359,Glime Tablet,글리메정,글리메피리드,glimepiride
360,Glime Tablet,글리메정밀리그램,글리메피리드,glimepiride
361,Glimetz Tablet,글리메츠정,글리메피리드,glimepiride
362,Glimet Tablet,글리메트정,시타글립틴인산염수화물,sitagliptin
363,Glimetin M Tablet,글리메틴엠정,메트포르민염산염,metformin
364,Glimetin Tablet,글리메틴정밀리그램,글리메피리드,glimepiride
365,Glimepid Tablet,글리메피드정,글리메피리드,glimepiride
366,Glimepiryl Tablet,글리메피릴정,글리메피리드,glimepiride
367,Glimepiryl Tablet,글리메피릴정밀리그램,글리메피리드,glimepiride
368,Glimepisu Tablet,글리메피슈정,글리메피리드,glimepiride
369,Glimepizen Tablet,글리메피젠정밀리그램,글리메피리드,glimepiride
370,Glimepil Tablet,글리메필정,글리메피리드,glimepiride
371,Glimen Tablet,글리멘정,글리메피리드,glimepiride
372,Glimel M Tablet,글리멜엠정밀리그램,글리메피리드,glimepiride
373,Glimem Tablet,글리멤정,글리메피리드,glimepiride
374,Glimid M Tablet,글리미드엠정,글리메피리드,glimepiride
375,Glibeta M Tablet,글리베타엠정,메트포르민염산염,metformin
376,Gleevec Film-Coated Tablet,글리벡필름코팅정밀리그램,이매티닙메실산염,imatinib
377,Glibose Tablet,글리보스정밀리그램,보글리보스,voglibose
378,Glibia Tablet,글리비아정,시타글립틴인산염수화물,sitagliptin
379,Glibixa Tablet,글리빅사정,메만틴염산염,memantine
380,Glyceate Tablet,글리세이트정,콜린알포세레이트,choline alfoscerate
381,Glycetyl Syrup,글리세틸시럽,콜린알포세레이트,choline alfoscerate
382,Glysumepi Tablet,글리슈메피정,글리메피리드,glimepiride
383,Glista M Tablet,글리스타엠정,메트포르민염산염,metformin
384,Glycitamet XR Extended-Release Tablet,글리시타메트엑스알서방정밀리그램,시타글립틴염산염수화물,sitagliptin
385,Glycitamet Tablet,글리시타메트정밀리그램,시타글립틴염산염수화물,sitagliptin
386,Glycita Tablet,글리시타정밀리그램,시타글립틴염산염수화물,sitagliptin
387,Gliana Tablet,글리아나정,콜린알포세레이트,choline alfoscerate
388,Gliarin Tablet,글리아린정,콜린알포세레이트,choline alfoscerate
389,Gliamin Soft Capsule,글리아민연질캡슐,콜린알포세레이트,choline alfoscerate
390,Gliamin Tablet,글리아민정,콜린알포세레이트,choline alfoscerate
391,Gliazin Tablet,글리아진정,콜린알포세레이트,choline alfoscerate
392,Gliachol Tablet,글리아콜정,콜린알포세레이트,choline alfoscerate
393,Gliatamin Syrup,글리아타민시럽,콜린알포세레이트,choline alfoscerate
394,Gliatamin Soft Capsule,글리아타민연질캡슐,콜린알포세레이트,choline alfoscerate
395,Gliatamin Tablet,글리아타민정,콜린알포세레이트,choline alfoscerate
396,Gliat Soft Capsule,글리아트연질캡슐,콜린알포세레이트,choline alfoscerate
397,Gliat Tablet,글리아트정,콜린알포세레이트,choline alfoscerate
398,Gliatin Tablet,글리아틴정,콜린알포세레이트,choline alfoscerate
399,Glialpha Tablet,글리알파정,보글리보스,voglibose
400,Gliang Duo Tablet,글리앙듀오정밀리그램,엠파글리플로진(무정형),empagliflozin
401,Gliang Tab mg,글리앙정밀리그램,엠파글리플로진(무정형),empagliflozin
402,Gliact Tab,글리액트정,피오글리타존염산염,pioglitazone
403,Glienti Tab mg,글리엔티정밀리그램,글리메피리드,glimepiride
404,Gliemmet Tab,글리엠메트정,글리메피리드,glimepiride
405,Gliotin Tab,글리오틴정,콜린알포세레이트,choline alfoscerate
406,Gliwon Tab mg,글리원정밀리그램,글리메피리드,glimepiride
407,Gliitin Tab,글리이틴정,콜린알포세레이트,choline alfoscerate
408,Glizanu Q Tab mg,글리자누큐정밀리그램,시타글립틴염산염수화물,sitagliptin
409,Dangduo SR Tab mg,당듀오서방정밀리그램,메트포르민염산염,metformin
410,Glizenta Duo Tab mg,글리젠타듀오정밀리그램,리나글립틴,linagliptin
411,Glizenta Tab mg,글리젠타정밀리그램,리나글립틴,linagliptin
412,Glicover Tab,글리커버정,콜린알포세레이트,choline alfoscerate
413,Glycorin Soft Cap,글리코린연질캡슐,콜린알포세레이트,choline alfoscerate
414,Glyco Tab mg,글리코정밀리그램,글리메피리드,glimepiride
415,Glycolin Soft Cap,글리콜린연질캡슐,콜린알포세레이트,choline alfoscerate
416,Glycolin Tab,글리콜린정,콜린알포세레이트,choline alfoscerate
417,Glicl Tab,글리클정,글리클라짓,gliclazide
418,Glikim Tab,글리킴정,글리메피리드,glimepiride
419,Glitamin Soft Cap,글리타민연질캡슐,콜린알포세레이트,choline alfoscerate
420,Glitamin Tab,글리타민정,콜린알포세레이트,choline alfoscerate
421,Glitazone Tab,글리타존정,피오글리타존염산염,pioglitazone
422,Gliterol Inhalation Cap mcg,글리테롤흡입용캡슐마이크로그램,인다카테롤말레산염(미분화),indacaterol
423,Gliterin Tab,글리테린정,콜린알포세레이트,choline alfoscerate
424,Glitec M Tab mg,글리텍엠정밀리그램,글리메피리드,glimepiride
425,Gliton Tab,글리톤정,나테글리니드,nateglinide
426,Glit Tab,글리트정,콜린알포세레이트,choline alfoscerate
427,Glitina Duo Tab mg,글리티나듀오정밀리그램,리나글립틴,linagliptin
428,Glitina Tab mg,글리티나정밀리그램,리나글립틴,linagliptin
429,Glitive Film Coated Tab mg,글리티브필름코팅정밀리그램,이매티닙메실산염,imatinib
430,Glitin Lead Cap,글리틴리드캡슐,콜린알포세레이트,choline alfoscerate
431,Glipam M Tab mg,글리팜엠정밀리그램,글리메피리드,glimepiride
432,Glipam Tab,글리팜정,글리메피리드,glimepiride
433,Glipam Tab mg,글리팜정밀리그램,글리메피리드,glimepiride
434,Glipen SR Cap,글리펜서방캅셀,페노피브레이트펠렛,fenofibrate
435,Glipen Supreme Tab,글리펜슈프림정,페노피브레이트,fenofibrate
436,Gliporin Tab mg,글리포린정밀리그램,글리메피리드,glimepiride
437,Gliphos Tab,글리포스정,콜린알포세레이트,choline alfoscerate
438,Glipho M Tab,글리포엠정,글리메피리드,glimepiride
439,Glipot Tab,글리포트정,콜린알포세레이트,choline alfoscerate
440,Glipurol Inj,글리푸롤주,농글리세린,glycerin
441,Glipril Tab,글리프릴정,글리메피리드,glimepiride
442,Gliflo M SR Tab mg,글리플로엠서방정밀리그램,다파글리플로진무수유당혼합물,dapagliflozin
443,Gliflo Tab mg,글리플로정밀리그램,다파글리플로진프로판디올수화물,dapagliflozin
444,Glipyron M Tab mg,글리피론엠정밀리그램,글리메피리드,glimepiride
445,Glipion Tab,글리피온정,글리메피리드,glimepiride
446,Glipico Tab mg,글리피코정밀리그램,글리메피리드,glimepiride
447,Glifilmex Tab,글리필멕스정,글리메피리드,glimepiride
448,Glifil Tab mg,글리필정밀리그램,글리메피리드,glimepiride
449,Glint Tab,글린트정,콜린알포세레이트,choline alfoscerate
450,Glipid Tab,글피드정,글리메피리드,glimepiride
451,Geumo Medical Nitrogen,금오의료용질소,질소,nitrogen
452,Geumpix Tablet Milligram,금픽스정밀리그램,바레니클린살리실산염,varenicline
453,Ginkosta Tablet,긴코스타정,실로스타졸,cilostazol
454,Gilect Tablet Milligram,길렉트정밀리그램,라사길린메실산염,rasagiline
455,Gasrobi Extended-Release Tablet,까스로비서방정,메토클로프라미드염산염수화물,metoclopramide
456,Cloe Topical Solution,끌로이외용액,클린다마이신포스페이트,clindamycin
457,Nagrin Tablet Milligram,나그린정밀리그램,나테글리니드,nateglinide
458,Nanocla Tablet Amoxicillin Clavulanate Potassium,나노크라정아목시실린클라불란산칼륨,아목시실린수화물,amoxicillin
459,Nanoxel M Injection Milligram,나녹셀엠주밀리그램,도세탁셀무수물,docetaxel
460,Nanoxel Injection,나녹셀주,도세탁셀삼수화물,docetaxel
461,Nanudangsiga Tablet Milligram,나누당시가정밀리그램,시타글립틴인산염수화물,sitagliptin
462,Nanumet XR Extended-Release Tablet Milligram,나누메트엑스알서방정밀리그램,시타글립틴염산염수화물,sitagliptin
463,Piorin Tablet,피오린정,시타글립틴인산염,sitagliptin
464,Nanumet Tablet Milligram,나누메트정밀리그램,시타글립틴염산염수화물,sitagliptin
465,Nanubia Tablet,나누비아정,시타글립틴인산염,sitagliptin
466,Nanubia Tablet Milligram,나누비아정밀리그램,시타글립틴염산염수화물,sitagliptin
467,Natto Balance Tablet,나또밸런스정,락토바실루스비피두스균,lactobacillus bifidus
468,Naradol Vial Injection,나라돌바이알주,설프로스톤,sulprostone
469,Naradol Injection,나라돌주,설프로스톤,sulprostone
470,Narapil Oral Disintegrating Film Milligram,나라필구강용해필름밀리그램,나라트립탄염산염,naratriptan
471,Narex Tablet,나렉스정,날트렉손염산염,naltrexone
472,Narco Sublingual Tablet Microgram,나르코설하정마이크로그램,펜타닐시트르산염,fentanyl
473,Narid Tablet,나리드정,나테글리니드,nateglinide
474,Naris Lotion,나리스로션,데소니드,desonide
475,Naris Cream,나리스크림,데소니드,desonide
476,Narigenta Tablet Milligram,나리젠타정밀리그램,리나글립틴,linagliptin
477,Narita Nasal Drop,나리타점비액,부데소니드,budesonide
478,Naripen Capsule,나리펜캡슐,플루나리진염산염,flunarizine
479,Nameton Tablet,나메톤정,나부메톤,nabumetone
480,Namotan Injection Milligram,나모탄주밀리그램,나파모스타트메실산염,nafamostat
481,Nabeton Tablet,나베톤정,나부메톤,nabumetone
482,Navigra Tablet Milligram,나비그라정밀리그램,실데나필시트르산염,sildenafil
483,Navis Tablet,나비스정,트리클로르메치아짓,trichlormethiazide
484,Nasta Tablet Milligram,나스타정밀리그램,나프토피딜,naftopidil
485,Nastic Tablet Milligram,나스틱정밀리그램,나테글리니드,nateglinide
486,Naoro Tablet Milligram,나오로정밀리그램,프루칼로프라이드숙신산염,prucalopride
487,Nausca Tablet,나우스카정,피나스테리드,finasteride
488,Naid Cream,나이드크림,플루오시노니드,fluocinonide
489,Nairin Injection mL,나이린주mL,폴리네이트칼슘,leucovorin
490,Nitropruss Injection,나이트로프레스주,니트로 푸루시드 나트륨,nitroprusside
491,Nasacort Nasal Spray,나자코트비액,트리암시놀론아세토니드,triamcinolone
492,Nasaflex Nasal Spray Azelastine Hydrochloride,나자플렉스나잘스프레이아젤라스틴염산염,모메타손푸로에이트(미분화),mometasone
493,Zalto Tablet,잘토정,케토티펜푸마르산염,ketotifen
494,Nageron ODT,나제론오디정,라모세트론염산염,ramosetron
495,Nageron Injection Solution,나제론주사액,라모세트론염산염,ramosetron
496,Nageron Pre-filled Syringe Injection,나제론프리필드시린지주,라모세트론염산염,ramosetron
497,Nacozol Tablet Milligram,나코졸정밀리그램,이트라코나졸,itraconazole
498,Nateglu Tablet Milligram,나테글루정밀리그램,나테글리니드,nateglinide
499,Natenid Tablet,나테니드정,나테글리니드,nateglinide
500,Nateron Tablet,나테론정,나테글리니드,nateglinide
501,Nateris Tab.,나테리스정밀리그램,나테글리니드,nateglinide
502,Naterin Tab.,나테린정밀리그램,나테글리니드,nateglinide
503,Nates Tab.,나테스정,나테글리니드,nateglinide
504,Natesto Nasal Gel,나테스토나잘겔,테스토스테론,testosterone
505,Nate Tab.,나테정밀리그램,나테글리니드,nateglinide
506,Natodil Tab.,나토딜정밀리그램,나프토피딜,naftopidil
507,Natovas Tab.,나토바스정밀리그램,나프토피딜,naftopidil
508,Natocil Tab.,나토실정,테르비나핀염산염,terbinafine
509,Natopidil Tab.,나토피딜정,나프토피딜,naftopidil
510,Natopia Tab.,나토피아정밀리그램,나프토피딜,naftopidil
511,Natrix SR Tab.,나트릭스서방정,인다파미드,indapamide
512,Natrin Inj.,나트린주밀리그램,나파모스타트메실산염,nafamostat mesilate
513,Nafamon Inj.,나파몬주밀리그램,나파모스타트메실산염,nafamostat mesilate
514,Nafabeltan Inj.,나파벨탄주,나파모스타트메실산염,nafamostat mesilate
515,Nafastar Inj.,나파스타주밀리그램,나파모스타트메실산염,nafamostat mesilate
516,Nafam Inj.,나팜주,나파모스타트메실산염,nafamostat mesilate
517,Nafudi Tab.,나푸디정,라푸티딘,lafutidine
518,Nafuril Cap.,나푸릴캡슐,나프로닐옥살산염,naftidrofuryl oxalate
519,Nafdil Tab.,나프딜정밀리그램,나프토피딜,naftopidil
520,Nafrazol Tab.,나프라졸정,에스오메프라졸,esomeprazole
521,Nafmed Tab.,나프메드정밀리그램,에스오메프라졸,esomeprazole
522,Nafvas Tab.,나프바스정밀리그램,나프토피딜,naftopidil
523,Naftoem Tab.,나프토엠정밀리그램,나프토피딜,naftopidil
524,Naftol Tab.,나프톨정밀리그램,나프토피딜,naftopidil
